td_x1_d,adrc_u,eso_z3,eso_z2,esf_e1_d,eso_z1_d,yaw_actual,yaw_dps,yaw_imu_d,yawenc
-171.467,-8.57811,340.914,-0.954788,-4.76146,-166.705,-166.691,-0.348548,4.36878,85.2901
-171.467,-8.59264,341.672,-0.878351,-4.76154,-166.705,-166.686,0.0176631,4.36881,85.2956
-171.467,-8.61201,342.401,-0.819221,-4.76219,-166.704,-166.686,0.505944,4.36982,85.2956
-171.467,-8.63056,343.099,-0.777828,-4.76288,-166.703,-166.686,0.81112,4.37145,85.2956
-171.467,-8.64824,343.736,-0.769457,-4.76359,-166.703,-166.687,-0.165442,4.37112,85.2901
-171.467,-8.66421,344.241,-0.830334,-4.76418,-166.703,-166.69,-0.104407,4.37091,85.2846
-171.467,-8.67651,344.715,-0.905469,-4.76433,-166.703,-166.691,-0.409583,4.37009,85.2956
-171.467,-8.68798,345.201,-0.972906,-4.76426,-166.703,-166.69,-0.287513,4.36952,85.2901
-171.467,-8.69977,345.686,-1.03927,-4.76408,-166.703,-166.691,0.261804,4.37003,85.2901
-171.467,-8.71154,346.069,-1.15732,-4.76377,-166.704,-166.694,0.322839,4.37068,85.2846
-171.467,-8.72047,346.376,-1.31203,-4.76298,-166.705,-166.696,0.383874,4.37144,85.2901
-171.467,-8.72732,346.742,-1.43208,-4.76169,-166.707,-166.696,0.261804,4.37197,85.2846
-171.467,-8.73582,347.155,-1.52445,-4.7603,-166.708,-166.696,-0.592689,4.37079,85.2956
-171.467,-8.74565,347.743,-1.52363,-4.75883,-166.709,-166.693,-0.104407,4.37058,85.2956
-171.467,-8.76032,348.372,-1.50059,-4.75775,-166.71,-166.693,-0.165442,4.37025,85.2846
-171.467,-8.77617,348.931,-1.51505,-4.75682,-166.711,-166.696,0.0176631,4.37028,85.2846
-171.467,-8.79005,349.527,-1.51002,-4.7557,-166.712,-166.696,0.444909,4.37117,85.2956
-171.467,-8.80495,350.278,-1.42341,-4.75467,-166.713,-166.693,0.200769,4.37158,85.2846
-171.467,-8.82418,351.034,-1.33659,-4.75418,-166.713,-166.694,0.200769,4.37198,85.2846
-171.467,-8.84353,351.804,-1.24483,-4.75387,-166.713,-166.694,-0.287513,4.37141,85.2901
-171.467,-8.86324,352.485,-1.20098,-4.75377,-166.713,-166.696,-0.775794,4.36985,85.2846
-171.467,-8.88051,353.26,-1.10963,-4.75357,-166.713,-166.694,-0.165442,4.36951,85.2901
-171.467,-8.90036,354.028,-1.02387,-4.75377,-166.713,-166.694,0.200769,4.3699,85.2846
-171.467,-8.92002,354.769,-0.954493,-4.75413,-166.712,-166.694,0.750085,4.37141,85.2846
-171.467,-8.93892,355.495,-0.894669,-4.75456,-166.712,-166.694,0.322839,4.37206,85.2901
-171.467,-8.95738,356.109,-0.894663,-4.7551,-166.712,-166.696,-0.531653,4.37099,85.2846
-171.467,-8.97274,356.706,-0.903656,-4.75537,-166.711,-166.696,-0.470618,4.37004,85.2901
-171.467,-8.98762,357.396,-0.863921,-4.75559,-166.711,-166.694,-0.775794,4.36849,85.2846
-171.467,-9.00509,357.96,-0.890814,-4.75609,-166.711,-166.697,-0.409583,4.36766,85.2846
-171.467,-9.01905,358.62,-0.867421,-4.75626,-166.71,-166.694,0.139733,4.36794,85.2846
-171.467,-9.03566,359.341,-0.812084,-4.75669,-166.71,-166.692,1.48251,4.37091,85.2791
-171.467,-9.054,360.002,-0.789821,-4.75738,-166.709,-166.693,0.200769,4.37131,85.2846
-171.467,-9.07065,360.623,-0.788891,-4.75798,-166.708,-166.693,-0.653724,4.36999,85.2846
-171.467,-9.08619,361.302,-0.758009,-4.75848,-166.708,-166.691,-0.531653,4.36893,85.2846
